id,Name,Country,group,Biome,AreaKM2,Longitude,Latitude,Intactness_A,Intactness_R,Amphibian,Mammal,Bird,Food_A,Nonfood_A,Food_V,Nonfood_V,Livestock,Pasture_A,W_available,W_withdrawal,Sediment,NPP_actual,NPP_potential,C_veg,C_veg_pot,Forest,Wetland,Soil_C,Soil_C_density,CEC,Soil_water,Soil_N
1216,Indonesia,Indonesia,Islands,Tropical & Subtropical Dry Broadleaf Forests,737.92,124.133,-8.384,0.65644796,0.514344081,0.913142857,8.674285714,167.5,462.7555542,608.5222202,476.7666728,471.933336,0,0.088001796,206.905936,2.643103,0.318803396,582.9672241,725.6369106,28.19342105,175,0.406110693,0,32.62170173,451.7874902,24.4460516,15,0.400000006
1217,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,675.98,138.74,-8.3,0.837946054,0.787077317,2.34625,12.03625,223.5,24.79999995,4.337500095,393.525013,211.0124969,217.6005358,0,3560.760576,0.164813,0.001156404,1087.334305,1115.303802,107.1681034,196.875,0.589681615,0.094763092,64.92144551,420.1145077,22.16309453,16,1.070000052
1218,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,114.48,127.695,-8.197,0.680109892,0.552914868,0,11.78518519,91,231.2000046,49.45000076,1149.200012,631.8999939,3742.086764,0,0,1.60334,0,706.7813497,819,103.731405,112.5,0.312498651,0,25.09848216,539.1856514,27.25865324,16.74,1.455599993
1219,Indonesia,Indonesia,Islands,Tropical & Subtropical Dry Broadleaf Forests,356.86,117.566,-8.242,0.67798696,0.564463808,1.780952381,10.44047619,163.5,1560.5,164.2250004,1648.674988,780.3249969,14197.37117,0.004683901,5509.201408,1214.5984,0.000134522,913.7264709,951.9548492,94.35675676,168.75,0.641197577,0,63.71741796,374.9114441,23.70470027,15.99466667,1.066426719
1220,Indonesia,Indonesia,Islands,Tropical & Subtropical Dry Broadleaf Forests,2156.13,124.736,-8.288,0.686086921,0.574233867,1.867215041,11.08303956,178.2727273,343.948147,511.9814834,374.7777766,270.9222243,6455.285214,0.041346117,576.912192,10.682349,0.282757625,666.0130444,784.828335,43.66876688,190.3846154,0.586195421,0,33.66894603,483.6236895,22.11163242,15,0.400000006
1221,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,378.7,127.947,-8.172,0.675775038,0.577062416,0,6.808035714,127,332.6999939,62.7,1149.140015,526.7000061,11379.85341,0.36251163,0,1.60334,0,643.4787109,819,49.04358974,135,0.216907974,0,24.53306569,641.9308684,29.20568588,20.87468672,3.950526279
1222,Papua New Guinea,Papua New Guinea,Islands,Mangroves,53.23,143.646,-8.132,0.764716349,0.728258029,3.984375,1.1875,248.0431846,129.6680789,16.95039151,1864.333243,883.1387814,30.9920352,7.29E-06,5820.097024,0.345902,17.59249116,1008.499019,1074.033139,144.7321429,179.8188709,0.570024896,0,189.3715587,817.2985972,26.49198397,21,1.200000048
1223,Indonesia,Indonesia,Islands,Tropical & Subtropical Dry Broadleaf Forests,14486.16,117.858,-8.63,0.66544529,0.552759596,7.215556982,25.46087413,205.3108108,2278.511559,328.7757222,1046.775725,378.2208086,25261.65638,0.023849027,5010.21528,1029.516654,0.800952225,779.4388428,911.227583,99.89431003,206.6860465,0.534407214,0,82.96451781,465.0372835,23.85172003,18.25256736,1.924671968
1224,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,361.96,130.972,-8.201,0.716881112,0.572261312,0,9.090697674,124,208.5,41.27500114,51.95000076,124.8750019,3143.986853,0.01393263,0,59.475856,0.000174503,874.1755066,949,91.96216216,112.5,0.217595197,1,43.01777045,604.6335015,30.27222126,16,0.469999999
1225,Indonesia,Indonesia,Islands,Tropical & Subtropical Dry Broadleaf Forests,14311.05,121.158,-8.596,0.669014109,0.548182622,8.032219923,23.68495418,229.3972603,1320.87299,1254.223562,826.1390828,336.6844829,16418.71514,0.05561899,3487.945546,109.7672957,1.97441401,701.3546731,885.684477,94.4789081,206.25,0.55588213,0.007267785,38.33904514,501.4771774,26.42829759,18.08706762,2.192081602
1226,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,5426.68,115.129,-8.352,0.613302821,0.494469768,8.302369077,60.2928616,258.4150943,4502.739998,1083.301542,1666.69999,353.6707674,99615.13231,0,0,3434.894592,4.619402245,916.7427387,1206.310333,106.2158827,211.3636364,0.549972117,0.017535619,67.35672893,548.2680082,27.9853661,16.93557242,0.85134024
1227,Papua New Guinea,Papua New Guinea,Islands,Mangroves,73.21,143.628,-8.057,0.775853916,0.749042976,3.632183908,2.149425287,262.6385111,152.8793201,22.57257516,2136.008631,933.6475073,19.11855228,0,5820.097024,0.345902,197.6998131,1035.647228,1075.109827,88.71621622,168.8228706,0.662396763,0,183.1897301,656.4563651,26.67654123,21,1.200000048
1228,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,629.05,129.722,-7.909,0.690569894,0.607661766,1.922459893,6.832887701,121.1666667,204.4499995,51.63333217,685.8333384,371.3166656,2869.868146,0.004926871,0,1.634261,0.039117147,897.4838745,949,125.7396313,225,0.718169957,0,120.6224559,537.6405035,25.77528188,14,1.029999971
1229,Brazil,Brazil,Islands,Mangroves,60.25,-34.853,-7.76,0.908171012,0.820081848,28.88888889,112.4166667,334.4496567,765.5367131,204.9714856,993.6801499,700.1152567,157159.4724,0.016064338,410.113248,214.815824,0.229290061,901.827475,1042.325863,60.78225806,16.31663403,0.531595137,0,33.94293843,421.2074364,15.51956947,12,1.100000024
1230,Tanzania,Tanzania,Islands,Tropical & Subtropical Moist Broadleaf Forests,422.29,39.768,-7.853,0.552557981,0.488543104,6.54509018,15.87775551,59.25,1630.650004,211.2499994,219.0000025,42.03333346,46779.60264,0.441908062,530.363616,1.018526,0,663.3470866,794.5740967,147.5046296,76,0.322169119,0.110663984,28.17232806,382.6205851,17.71217712,8.953191489,0.485659582
1231,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,93.56,131.052,-7.67,0.682376474,0.561837439,0,8.476635514,117.7335193,82.80000305,12.94999999,34.59999847,215.5000038,5490.853485,0,0,59.475856,0.075539095,844.8040598,949,86.48469388,112.5,0.349213411,1,30.04482698,582.952454,29.18634969,16,0.469999999
1232,Indonesia,Indonesia,Islands,Tropical & Subtropical Dry Broadleaf Forests,2576.64,126.297,-7.78,0.741143135,0.712149124,1.954664915,9.860381078,159.08,125.9903233,58.94838724,780.6838684,345.8999988,3766.701001,0.010085943,129.212896,1.860942,0.310858282,786.3676126,881.3194384,140.0704571,202.5,0.757484054,0.125,187.0770766,542.9472442,25.02613337,15.74385729,0.898384423
1233,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,136.58,131.074,-7.447,0.767894019,0.725329944,0,7.074074074,120.9412977,228.8500061,43.55000114,499.25,229,1312.616805,0,0,59.475856,0.540210664,886.3969421,949,137.0323741,112.5,0.807164991,1,56.6311389,569.8133165,27.011378,16,0.469999999
1234,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,11631.93,138.366,-7.906,0.809662458,0.718511458,1.920987475,27.39921352,231.3076923,146.3241133,43.54609894,948.6432627,563.8241133,529.2255532,0.010139124,3811.977915,0.312479042,0.001851625,1070.318093,1103.617457,106.4375575,128.8404255,0.439004004,0.600262601,40.69514218,499.9434437,23.56096269,16.46412674,1.096687329
1235,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,3254.37,131.413,-7.586,0.714662019,0.637369255,2.854649648,11.63375879,144.6764706,198.6317071,31.5707317,782.604874,343.8536591,2195.949965,0.001974874,0,59.475856,0.309586892,922.6848606,949,122.2773461,192.0731707,0.845283417,1,64.52881592,502.340287,30.076712,14.49222374,0.892177331
1236,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,207.95,131.88,-7.158,0.701860145,0.591951065,0.914634146,6.398373984,136.4253915,238.9666646,45.63333384,879.5333252,379.0333354,3438.745579,0.010957247,0,59.475856,8.60E-05,880.8629761,949,87.14622642,225,0.673345978,1,64.67120236,491.6265537,29.78107345,16,0.469999999
1237,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,188.69,128.615,-7.136,0.686312417,0.593445341,0.913636364,5.381818182,106,240.7333272,49.69999949,460.0000102,164.2666677,1606.251267,0,0,1.634261,0,831.4836426,875.0971985,132.1410256,150,0.887971636,0,212.6900715,511.636813,30.17999418,15,0.400000006
1238,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,4420.15,113.362,-7.034,0.506149632,0.39921978,10.67555641,12.31350729,191.4,10706.2509,771.5037687,772.5037761,418.8415093,130952.8905,0.000178375,3599.066368,2609.143552,0.554099149,642.9155042,866.8066675,24.31636924,195.2830189,0.057971659,0,36.11888637,448.8679125,26.423776,19.23684725,2.709945216
1239,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,400.82,115.374,-6.9,0.601893807,0.482831689,0.89539749,16.79288703,140.6666667,9629.67998,0,494.5799988,0,80732.33824,8.16E-05,0.811011563,7.934928,0,828.5373657,1047.805566,52.59351621,180,0.2048907,1,62.13775984,585.4940863,33.40952099,21,4.039999962
1240,Indonesia,Indonesia,Islands,Mangroves,147.69,138.704,-6.801,0.849062171,0.772720933,0,6.011235955,230,6.207103685,1.016901226,1186.269285,736.7791431,206.3176776,0.010643435,978.919744,0.055585,0.00581937,968.5221161,1055.720989,164.5408163,117.6618248,0.804049228,0,71.55040766,930.877566,23.06231672,16,1.070000052
1241,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,131.88,105.21,-6.594,0.64053471,0.579795042,0,14.46540881,240,149.1999969,29.50000072,239.25,271.3000031,0,0,10334.90842,2711.610368,0.33778476,939.0862552,1129.860024,167.5,112.5,0.724006736,1,148.0467266,1048.039648,26.92951542,14,1.029999971
1242,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,366.39,134.486,-6.394,0.776440404,0.727724603,5.679723502,18.52534562,204,38.47499999,0,1027.374992,0,129.2927979,0.003220144,0,4.434296,0.183624552,1064.099823,1099.270844,192.4262735,225,0.918669979,0.043879908,110.9800477,696.255157,27.03991031,18.41726619,1.412733801
1243,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,2325.64,134.254,-6.579,0.712462281,0.646881056,5.737322145,17.43195914,202.3809524,65.28888883,0,933.8074103,0,323.1725325,0.009714646,0,4.434296,0.023905523,1072.995828,1103.80449,157.1398323,192.8571429,0.762536082,0,78.06223526,506.6007348,26.32873325,17.77448747,1.162050105
1244,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,384.58,134.24,-6.167,0.725190491,0.652281896,5.247787611,19.88716814,204.25,44.87999954,0,202.8399979,0,107.1712579,0.003220144,0,4.434296,0.863456741,1033.728195,1098.270813,184.0648855,112.5,0.863234035,0.037280702,60.55168854,737.3767226,26.14514679,16.05172414,0.490172412
1245,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,126178.58,109.935,-7.299,0.55137435,0.446045309,16.86322724,84.7094209,317.7732283,7258.890409,690.184257,1556.703715,609.4919592,62431.02189,0.003115969,6734.996166,4822.571024,30.24746517,666.3660967,1103.768899,78.97916795,219.7974342,0.373479735,0.00510733,67.13031927,639.157994,21.90557121,16.85189561,1.744574844
1246,Dem. Rep. Congo,Dem. Rep. Congo,Islands,Mangroves,118.28,12.849,-5.905,0.641874915,0.529538179,21.95,76.86428571,377.5,725.9666748,19.56666629,123.9666646,441.6666616,758.610775,0,2085446.877,299.081984,6491.151975,678.9113159,786.958313,25.80645161,100,0.364423932,1,154.9479298,456.6342887,22.15286624,17,1.860000014
1247,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,647.57,120.493,-6.089,0.693951989,0.565793645,0.920261438,10.85490196,136.2857143,1404.337509,869.0499916,1003.787506,405.987505,19648.04242,0.064228287,398.40544,5.675891,0.216395329,1117.906169,1260,113.6203288,196.875,0.608975397,0,82.67269274,773.222818,29.09870792,16,0.469999999
1248,Tanzania,Tanzania,Islands,Tropical & Subtropical Moist Broadleaf Forests,1556.84,39.355,-6.136,0.541735911,0.481288683,17.84451718,35.80687398,144.4285714,4134.870577,8.047058861,667.929411,534.0117582,24646.24791,0.060899161,390.745664,22.561692,0.030247343,737.8687395,917.188494,163.4783155,133.7777778,0.459238696,0.053464266,35.9039143,455.5467935,18.20623203,12.94536141,0.629510524
1249,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,417.16,132.723,-5.788,0.703503087,0.583232735,0,19.4192229,126.3333333,1107.580005,381.7999969,1055.259985,472.6400024,2230.451624,0.003917166,0,8.593666,0,1035.097925,1103.15,132.0813953,225,0.693864082,1,64.22767783,525.1736502,30.39468504,14,1.029999971
1250,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,792.85,147.927,-5.652,0.72571533,0.640951767,0,16.36158798,117.375,91.70000305,14.19000015,863.0699951,230.4799988,1162.578197,0.002914988,2384.670976,1.064302,0.358690185,1050.264642,1092.565295,157.7688504,202.5,0.880140052,0,160.2999428,878.9251487,27.03546695,23,5.949999809
1251,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,8712.6,155.314,-6.228,0.733395375,0.633806951,15.00487472,19.96480452,132.7325581,300.792377,271.37143,399.7552389,147.4152382,1659.366437,0.001489689,0,15.022911,1.594884522,1045.347534,1071.16873,162.0554684,204.5240385,0.888549577,0.059182279,182.593361,826.670885,26.12860909,21.20048261,4.696954414
1252,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,3917.83,134.532,-5.918,0.765879322,0.684769361,5.683604777,19.52442997,204.1052632,53.9510203,0,1014.940826,0,117.1694267,0.002981175,0,4.434296,0.087368268,1061.854547,1086.550524,174.1052304,206.6326531,0.899172614,0.459482946,88.04103743,710.2715478,26.88156987,16.7728513,1.064181468
1253,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,603.56,133.039,-5.593,0.715153596,0.588488744,0.870604782,25.83825598,125.6,781.2285697,225.0571433,400.3000009,134.9428569,416.9062977,0.002816654,0,8.593666,0,1023.267751,1101.300924,126.7793881,128.5714286,0.758856374,1,82.87767817,728.301335,29.69102211,14.28571429,0.949999975
1254,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,394.67,102.264,-5.382,0.65077323,0.637184345,0.852173913,15.51304348,118,270.8166596,375.9499965,669.5333354,462.7666651,2259.137038,0,742.713792,0,0,1037.163534,1119.944458,155.235732,135,0.056553832,0,0,773.2432752,24.07392996,14,1.029999971
1255,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,492.93,147.124,-5.32,0.763378025,0.655853947,0,10.05536332,91,30.96666654,1.749999921,3193.733363,469.0833333,282.5176392,0,2384.670976,1.064302,0,1060.151352,1103.371521,137.4312377,75,0.520339415,0,166.5631913,808.1638814,26.78742138,23,5.949999809
1256,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,853.78,121.947,-5.265,0.701017836,0.599384491,5.688128773,10.60965795,149.8888889,242.6222161,437.0333354,397.6888885,124.8555544,5753.02606,0.018759447,661.298752,81.527232,0,1078.768846,1184.524672,182.6277457,180,0.736133944,0,100.3154027,527.9854736,23.97532502,20.11298838,3.406673675
1257,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,601.06,154.64,-5.22,0.699842849,0.605823107,10.07988588,13.89443652,117.8333333,598.3624802,391.1000023,854.1249847,329.2624969,3110.213639,0.000981958,0,15.022911,0.589457845,998.8352138,1074,164.8455882,140.625,0.724708689,0,186.477475,833.1435897,27.01998953,16.87951807,1.683149764
1258,Tanzania,Tanzania,Islands,Tropical & Subtropical Moist Broadleaf Forests,892.42,39.763,-5.176,0.52079116,0.466001755,4.006622517,18.38694418,121.75,3813.875,4.474999984,556.4416656,432.1916656,9716.509725,0.071256378,187.957504,7.795542,0,753.0949341,880.6138855,156.1883899,9.583333333,0.459718951,0.025641026,32.29795616,472.4959437,19.34255707,10.46733668,0.614623114
1259,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,2947.71,122.531,-5.014,0.675658154,0.560861757,6.62229281,8.787178747,175.6896552,964.7085763,1656.468572,629.3714277,118.7171432,10726.62213,0.027227219,2260.844032,29.597096,0.154546714,978.7333753,1132.241739,119.4390325,195.3947368,0.551076022,0,22.35099502,442.8483223,21.90248326,18.34389278,2.206816915
1260,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,369.69,145.968,-4.649,0.698927546,0.621717725,0.972477064,15.24311927,86.66666667,2.360000038,0.819999981,284.6199951,71.85999756,1809.330417,0,6516.0448,6.339379,0.543414809,1018.58197,1062.462972,163.3092105,168.75,0.905089936,0,182.5377602,865.1056193,28.85495734,23,5.949999809
1261,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,4360.8,122.919,-5.077,0.702789754,0.597579219,7.661129568,21.29294509,191.75,386.8735832,779.1169827,1650.50755,232.0320754,3636.479215,0.003843228,3464.530432,74.641488,1.262015752,1020.597789,1114.575469,176.4145002,199.5283019,0.823843638,0,101.5706651,475.7272471,23.64677737,18.08291101,2.300733807
1262,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,35831.52,150.648,-5.475,0.753000282,0.66540898,8.992731246,34.21891776,154.2672176,334.7162739,210.5936314,264.0033024,240.1391507,622.8687239,0.000384711,14325.99824,4.861736389,3.170480342,1064.081468,1083.248259,188.5068148,205.5770142,0.907897977,0.032752118,185.9686531,828.9128863,26.89455336,15.90492705,1.422067168
1263,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,679.59,123.106,-4.1,0.704716142,0.592151548,4.615,8.21625,159.1666667,266.500001,458.275,510.4500008,227.5625019,1886.452336,0,540.853376,2.729327,1.077383004,1088.087228,1200.190465,179.1979769,196.875,0.828357929,0,86.98183236,530.9010771,23.50693667,15.15803815,0.705749306
1264,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,175.7,128.47,-3.575,0.735785634,0.602209912,1.936893204,4.694174757,134.5,164.646762,481.9979197,396.9642586,35.99335377,3885.884158,0,917.16768,128.44512,0.738604121,1163.183668,1193.063033,154.7988827,135.5945487,0.743106428,0,89.42185277,528.001376,22.81596147,16,0.469999999
1265,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,681.97,128.134,-3.644,0.765259516,0.613703855,6.745024876,23.15049751,149.25,651.2500008,887.3125,334.7000017,88.52500105,33524.5341,0.003407487,917.16768,128.44512,0.083610202,1148.759674,1200.317719,175.0563584,225,0.801030263,0,96.31680401,658.2979919,23.29898356,15.57583548,0.58876606
1266,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,149.3,128.648,-3.553,0.757878752,0.605313071,1.807909605,6.751412429,130.7478171,399.4999847,1157.000015,106.7000008,60.70000076,3560.055876,0,917.16768,128.44512,0.00021408,1067.815552,1190.923584,134.1346154,112.5,0.653594131,0,32.77336929,667.8638349,22.13576816,16,0.469999999
1267,Indonesia,Indonesia,Islands,Mangroves,190.36,116.382,-3.506,0.629042743,0.530955016,0,8.78125,227,236.200002,372.6666667,763.5666504,2849.233398,1785.340384,0,2742.00704,18.446224,0.04007794,939.31427,1193.680583,128.9358974,150,0.783088512,0,92.46603632,847.3296638,21.55697709,13.94312796,2.274265347
1268,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,115.95,127.564,-3.307,0.753251291,0.614040132,0.872180451,5.819548872,59.21897728,564.1511924,424.8778959,570.6074061,115.9756296,1646.505022,0,917.16768,128.44512,3.431899855,1187.411987,1228.305542,186.8478261,136.8070377,0.79673372,0,66.33958817,817.9794977,23.32393644,16,0.469999999
1269,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,2022.43,116.172,-3.653,0.631226779,0.534838594,0,12.36731255,240.35,381.4956546,929.3260909,1162.795649,1661.786961,2121.916602,0.022383263,2742.00704,18.446224,8.787008316,959.7560849,1194.623164,120.9056922,205.4347826,0.716641331,0.048625793,103.3176255,798.0275393,22.71580601,14.27715517,0.997030157
1270,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,133.93,127.725,-3.206,0.735164372,0.601627268,0.930379747,5.037974684,127,491.4499969,536.5499878,177.6500015,48.20000076,1160.197534,0,917.16768,128.44512,0.463059126,1192.931519,1211.96521,188.0474453,112.5,0.763390688,0,44.95539948,827.5038627,22.19313305,16,0.469999999
1271,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,14.32,100.51,-3.159,0.709722817,0.647467732,0,16.29411765,127.7059328,25.09934619,21.88507267,252.4623187,83.13071318,1697.837904,0,3136.73984,1.467895,0.647797177,983.230957,1098,131.25,38.18352286,0.194677989,0,0,473.5576923,27.76923077,14,1.029999971
1272,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,8608.78,126.632,-3.426,0.706690303,0.642134828,3.430481283,29.12665874,166.1860465,324.6881203,187.0217819,828.3237635,342.3524758,1911.108913,0.007870208,4842.215421,31.30668628,3.484425704,1236.721253,1278.486805,172.6229387,187.085,0.766032071,0,71.37598946,764.8874913,25.43969219,14.39908953,1.078688895
1273,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,116.69,127.915,-2.984,0.704991647,0.590236054,0.892086331,5.90647482,64.67650491,1618.185941,0.554879744,784.2128251,85.89538604,4887.454926,0,917.16768,128.44512,0.805628211,1090.815063,1202,167.7966102,99.37222889,0.673222859,0,84.94483182,761.6487648,20.05424275,14,1.029999971
1274,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,104.94,150.9,-2.948,0.748652044,0.660909704,0,12.09016393,82.80890035,371.0499878,112.3000031,292.1000061,771.5499878,382.9662654,0,12741.36986,6.598221,0.758457504,997.1655273,1042,178.7383178,75,0.727001206,0,183.9752068,646.1007056,27.52533675,17,1.399999976
1275,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,203.01,106.826,-2.96,0.632651596,0.527891431,2.683333333,6.316666667,234.5,682.1499939,588.7000122,353.0500031,619.8999939,417.2387122,0.004727329,16704.11878,248.500544,0.000187247,784.095459,1123.020813,139.2317073,225,0.632954442,0,35.17691977,870.0502283,25.04166667,7,0.620000005
1276,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,129.61,107.433,-2.88,0.646797584,0.548611517,2.315436242,9.583892617,88.37623235,146.8226913,123.3529367,425.6421906,988.6162323,305.0930294,0,0,343.6472,0.000197953,835.1180201,1125.17304,146.5909091,191.3013654,0.772994255,0,95.55704528,1120.113417,26.21042471,7,0.620000005
1277,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,17346.8,129.464,-3.201,0.711808445,0.64054814,4.888063008,28.1015998,171.872093,400.7733998,263.8305416,555.6980288,217.740394,1625.43423,0.00069796,425.794818,104.1705869,2.518445935,1126.123368,1171.463834,188.6924402,206.5566502,0.903097372,0.024571914,142.3179545,710.6065258,22.09071448,14.30626091,1.050838586
1278,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,886.44,100.33,-3.014,0.669882544,0.590197387,1.757751938,21.13662791,138.875,161.8307689,139.5923073,585.0769254,353.7846187,1705.345371,0.009700082,3136.73984,1.467895,0.00018286,1030.336135,1102.668804,202.0336645,190.3846154,0.826581047,0,0,754.8348223,24.29209575,15.12814896,1.167634148
1279,Brazil,Brazil,Islands,Mangroves,263.23,-44.536,-2.862,0.719128879,0.613765743,0.941558442,5.905844156,103.75,0,0,0,0,2926.032,0,1841.728896,6.815687,0.003318536,727.1107585,786.8564657,101.3531599,193,0.57017374,0.980392157,26.40326095,387.5530338,15.56993979,12,1.100000024
1280,Ecuador,Ecuador,Islands,Tropical & Subtropical Dry Broadleaf Forests,942.46,-80.124,-2.835,0.638841454,0.540175067,1.218495014,4.947416138,209.2,137.8545477,73.17272579,1231.245472,1075.71819,2420.869856,0.256051762,2061.605504,595.031872,0.110214826,553.3496094,670.5595267,23.77409326,41.72727273,0.228720217,0.18280543,36.15330474,480.6448523,20.54928342,16,1.270988878
1281,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,6929.52,152.36,-3.824,0.726314023,0.643174186,5.914067316,28.52274689,133.4647887,215.2160502,112.3061729,301.9469149,399.618519,625.2803647,0.001225839,12741.36986,6.598221,0.978739794,1032.749846,1072.147811,191.4967523,175.691358,0.880365022,0,190.173516,828.2322104,27.99270736,14.72539135,0.896993896
1282,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,4465.41,107.911,-2.882,0.612383146,0.50997925,7.650927165,27.88988721,216.6,306.0740021,568.1880014,658.9079984,2837.885994,1536.047121,0.00497274,0,343.6472,0.233930851,756.3206116,1125.995837,125.6939201,216,0.650624028,0,60.63274465,1176.990366,27.25022532,10.39426523,0.814786929
1283,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,621.21,100.075,-2.681,0.670586955,0.582831725,1.767217631,28.54132231,136.3333333,131.3750013,115.8874993,596.8124962,258.7999992,2570.851397,0.028366968,3136.73984,1.467895,9.29E-05,1067.447357,1120.628448,181.0478807,140.625,0.835699007,0,0,771.1193499,24.71965763,14.00775194,1.030945708
1284,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,1220.97,150.246,-2.535,0.775801402,0.674608297,1.865034965,5.269230769,110.5,454.6214251,235.2000002,557.5142866,958.9071219,613.8174016,0.001024306,12741.36986,6.598221,0.091116253,1019.931681,1042,192.1804662,180,0.871979245,0,157.6317919,697.00069,27.1615144,15.13731343,1.17026863
1285,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,588.39,99.669,-2.184,0.655938809,0.560097843,4.921282799,29.33965015,138.2,170.5499992,194.033329,492.9333344,302.3499959,3179.8023,0.007056827,0,0.772537,0.000205941,1091.358134,1143.125,189.9328859,187.5,0.788167769,0,0,763.5999796,26.3980781,14.36713287,1.074790182
1286,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,110.8,134.375,-2.074,0.777217521,0.667432633,0,5.410852713,75.95225354,0,0,0,0,0,0,11410.49754,14.653967,0.00017327,1045.791595,1069.638855,183.2300885,225,0.768227477,1,92.61942673,654.1770073,20.94282238,12,2.829999924
1287,Indonesia,Indonesia,Islands,Tropical & Subtropical Moist Broadleaf Forests,591.68,125.967,-2.212,0.703082625,0.579062296,2.472463768,18.57246377,133.8571429,587.1428615,807.3428519,147.0571431,271.0857152,2355.316455,0.001470101,1545.69728,32.305276,0,1191.974365,1280.396833,162.051495,225,0.719943362,0,166.8633019,581.7462441,25.06184889,15.99309154,0.471934368
1288,Papua New Guinea,Papua New Guinea,Islands,Tropical & Subtropical Moist Broadleaf Forests,1844.14,146.939,-2.075,0.74719897,0.646839886,5.268089054,15.77875696,89.42105263,0,0,0,0,688.3222288,0.001741129,0,3.023474,0.12773806,1027.706835,1058.270833,183.9872068,168.75,0.840196981,0.101710587,185.5328556,668.6524559,26.27027287,14.7510352,1.094415111
